Customer.ID,mean_profit,mean_sales,RFM
AF-8852,13.965,53.75,一般发展客户
AG-102701,46.915721052631575,251.10526315789474,重点保持客户
AG-102702,41.535000000000004,277.1666666666667,重点发展客户
AG-102703,23.220626666666664,135.16666666666666,一般保持客户
AG-102704,52.33856428571429,184.57142857142858,一般价值客户
AG-103001,42.86446666666667,356.8888888888889,重点挽留客户
AG-103002,91.47128571428571,433.64285714285717,重点保持客户
AG-103003,9.238461538461538,258.7692307692308,重点保持客户
AG-103004,11.857679999999998,73.4,一般发展客户
AG-103301,18.54737142857143,300.57142857142856,高价值客户
AG-103302,33.077025000000006,179.5,一般价值客户
AG-103303,0.5583533333333293,253.25,高价值客户
AG-103304,-0.5707888888888886,73.55555555555556,一般挽留客户
AG-103901,53.88985714285714,318.2857142857143,重点发展客户
AG-103902,3.204666666666667,294.0,重点发展客户
AG-103903,27.389136842105263,177.89473684210526,一般价值客户
AG-103904,8.6598,25.125,一般发展客户
AG-104951,46.353300000000004,345.1,重点发展客户
AG-104952,64.21355769230769,286.96153846153845,高价值客户
AG-104953,64.06191199999999,422.0,重点发展客户
AG-104954,14.079371428571429,112.19047619047619,一般保持客户
AG-105251,4.419999999999999,108.0,一般发展客户
AG-105252,12.643250000000002,339.25,重点保持客户
AG-105253,3.402285714285715,374.2857142857143,重点挽留客户
AG-105254,-16.973477777777777,161.66666666666666,一般发展客户
AG-106751,27.72530769230769,280.3076923076923,高价值客户
AG-106752,17.184249999999995,190.33333333333334,一般保持客户
AG-106753,30.048033333333326,300.5,高价值客户
AG-106754,-16.428379999999997,232.6,重点保持客户
AG-107651,18.642300000000002,317.2,重点发展客户
AG-107652,11.080199999999998,215.9,重点挽留客户
AG-107653,43.958416666666665,246.375,重点保持客户
AG-107654,-1.6861999999999995,34.0,一般挽留客户
AG-109001,15.620673913043479,218.91304347826087,高价值客户
AG-109002,45.931625,259.0,高价值客户
AG-109003,69.51441777777778,613.2222222222222,重点挽留客户
AG-109004,16.365828571428573,214.8095238095238,重点保持客户
AG-2701,25.79,221.88888888888889,重点发展客户
AG-2702,18.48,98.66666666666667,一般发展客户
AG-2703,40.7565,121.5,一般挽留客户
AG-3001,-160.4904,173.2,一般发展客户
AG-3002,-22.514,69.58333333333333,一般保持客户
AG-3301,8.244999999999997,57.0,一般挽留客户
AG-3302,3.3,20.0,一般挽留客户
AG-3901,-72.11057142857143,59.142857142857146,一般发展客户
AG-3902,-14.568,19.666666666666668,一般发展客户
AG-4951,12.165,117.25,一般发展客户
AG-4952,4.574999999999999,26.0,一般挽留客户
AG-4953,-16.465799999999998,48.2,一般挽留客户
AG-5251,-19.240363636363636,72.9090909090909,一般保持客户
AG-5252,172.5,1033.5,重点发展客户
AG-6751,-17.66783333333333,43.0,一般价值客户
AG-6752,80.04171428571428,227.85714285714286,重点发展客户
AG-7651,-127.29428571428572,109.85714285714286,一般发展客户
AG-7652,-26.31685714285714,155.71428571428572,一般发展客户
AG-9001,-14.652000000000001,169.8,一般挽留客户
AH-100301,91.14,415.4,重点发展客户
AH-100302,98.1594,397.3,重点挽留客户
AH-100303,26.401833846153846,351.38461538461536,高价值客户
AH-100304,33.201381818181815,158.54545454545453,一般保持客户
AH-100751,-54.63926470588235,428.88235294117646,重点保持客户
AH-100752,26.4207,226.3,重点保持客户
AH-100753,157.90113142857143,434.85714285714283,重点发展客户
AH-100754,14.059450000000002,162.55,一般保持客户
AH-101201,9.504,186.0,一般发展客户
AH-101202,69.6546923076923,276.15384615384613,高价值客户
AH-101203,55.24491999999999,288.85714285714283,高价值客户
AH-101204,-0.1446624999999992,108.5,一般保持客户
AH-101951,-18.13420588235294,225.8235294117647,重点保持客户
AH-101952,23.00294117647059,107.82352941176471,一般保持客户
AH-101953,25.260626666666667,298.3333333333333,重点保持客户
AH-101954,-47.31886250000001,198.5,重点挽留客户
AH-102101,90.65999999999998,370.3333333333333,重点发展客户
AH-102102,56.85686538461539,285.2692307692308,重点保持客户
AH-102103,45.03531999999999,292.9583333333333,重点保持客户
AH-102104,100.65804615384614,369.61538461538464,重点保持客户
AH-104651,34.98786666666667,242.55555555555554,重点挽留客户
AH-104652,29.874,125.5,一般发展客户
AH-104653,33.33617538461538,278.53846153846155,重点保持客户
AH-104654,-24.515012499999997,311.875,重点发展客户
AH-105851,61.56365294117648,365.0,高价值客户
AH-105852,72.8875,269.1666666666667,重点发展客户
AH-105853,-27.380000000000003,141.75,一般发展客户
AH-105854,16.7926,147.6,一般挽留客户
AH-106901,34.561875,260.1875,高价值客户
AH-106902,39.5004,175.7,一般保持客户
AH-106903,22.118445714285713,101.42857142857143,一般发展客户
AH-106904,56.43550434782608,343.0,高价值客户
AH-1201,54.23142857142857,210.85714285714286,重点发展客户
AH-1202,-3.378,2.0,一般挽留客户
AH-1951,-33.097,26.666666666666668,一般发展客户
AH-1952,29.7,88.0,一般发展客户
AH-1953,-52.428,191.0,一般价值客户
AH-2101,84.72,618.0,重点发展客户
AH-2102,-73.63000000000001,62.333333333333336,一般发展客户
AH-301,-72.078,634.0,重点发展客户
AH-302,106.53,312.0,重点发展客户
AH-4651,25.968,108.0,一般发展客户
AH-4652,-11.697000000000001,56.0,一般发展客户
AH-5851,138.89000000000001,296.3333333333333,重点发展客户
AH-5852,-18.924857142857142,95.92857142857143,一般保持客户
AH-6901,-70.37314285714287,135.42857142857142,一般挽留客户
AH-6902,54.26,289.6666666666667,重点发展客户
AH-751,49.54764705882353,201.52941176470588,重点保持客户
AH-752,54.9,137.0,一般发展客户
AH-753,9.39,22.5,一般发展客户
AI-108551,38.08461428571428,265.57142857142856,重点发展客户
AI-108552,36.398769230769226,161.92307692307693,一般保持客户
AI-108553,2.63,10.0,一般发展客户
AI-108554,48.207061111111116,243.11111111111111,重点保持客户
AI-8551,4.83,30.0,一般发展客户
AI-8552,-8.823999999999998,99.0,一般发展客户
AJ-107801,164.66895,970.1666666666666,重点发展客户
AJ-107802,32.01375,216.55555555555554,重点保持客户
AJ-107803,5.328615384615385,46.23076923076923,一般保持客户
AJ-107804,10.047533333333336,324.53333333333336,重点保持客户
AJ-107951,23.265333333333334,134.33333333333334,一般挽留客户
AJ-107952,32.0805,187.41666666666666,一般价值客户
AJ-107953,12.003555555555556,103.33333333333333,一般发展客户
AJ-107954,55.17649523809524,214.33333333333334,高价值客户
AJ-109451,30.423923076923078,179.15384615384616,一般保持客户
AJ-109452,105.09233333333333,378.0,重点发展客户
AJ-109453,-32.75977777777777,390.77777777777777,重点挽留客户
AJ-109454,52.113519999999994,183.9,一般挽留客户
AJ-109601,22.650850000000002,284.8333333333333,重点挽留客户
AJ-109602,57.12965625,281.375,高价值客户
AJ-109603,37.11508,162.9090909090909,一般保持客户
AJ-109604,12.0853,125.8,一般挽留客户
AJ-7801,-38.64742857142857,76.57142857142857,一般价值客户
AJ-7802,6.81,19.0,一般发展客户
AJ-7803,38.556000000000004,188.4,一般挽留客户
AJ-7951,14.574545454545454,116.0,一般保持客户
AJ-7952,30.477999999999998,141.26666666666668,一般价值客户
AJ-9451,106.08200000000001,318.0833333333333,重点保持客户
AJ-9452,55.36000000000001,348.3333333333333,重点发展客户
AJ-9601,101.22985714285714,290.7857142857143,高价值客户
AJ-9602,-50.566500000000005,69.5,一般发展客户
AM-103601,22.458276923076923,247.46153846153845,重点保持客户
AM-103602,113.11914285714286,425.7142857142857,重点保持客户
AM-103603,-5.998526315789474,197.8421052631579,重点保持客户
AM-103604,16.24898333333333,67.75,一般保持客户
AM-107051,-10.4286875,488.2916666666667,高价值客户
AM-107052,105.75017647058824,358.47058823529414,重点保持客户
AM-107053,11.931000000000001,92.75,一般发展客户
AM-107054,49.35148181818182,257.5,高价值客户
AM-3601,-13.526142857142856,62.142857142857146,一般发展客户
AM-3602,64.812,320.2,重点发展客户
AM-7051,59.592000000000006,173.4,一般发展客户
AM-7052,9.72,24.0,一般发展客户
AM-7053,101.13,205.5,重点发展客户
AO-108101,-4.043154545454544,322.04545454545456,重点保持客户
AO-108102,34.20026086956522,245.95652173913044,高价值客户
AO-108103,45.519999999999996,233.71428571428572,重点发展客户
AO-108104,12.096,161.0,一般发展客户
AO-8101,-16.2315,12.0,一般挽留客户
AO-8102,45.105,193.0,一般发展客户
AO-8103,2.32,25.333333333333332,一般发展客户
AP-107201,70.94881304347825,393.04347826086956,重点保持客户
AP-107202,162.29999999999998,881.5,重点挽留客户
AP-107203,86.90682500000001,364.875,重点发展客户
AP-107204,15.041515789473683,86.26315789473684,一般保持客户
AP-109151,67.31551428571429,430.9047619047619,重点保持客户
AP-109152,-0.1365000000000001,205.0,重点发展客户
AP-109153,42.8124,207.0,重点发展客户
AP-109154,18.68746129032258,107.2258064516129,一般保持客户
AP-7201,14.959875,52.875,一般挽留客户
AP-7202,-21.459999999999997,192.0,一般发展客户
AP-9151,48.93214285714286,153.64285714285714,一般价值客户
AP-9152,8.114999999999998,129.25,一般挽留客户
AR-103451,49.09077142857142,212.47619047619048,重点保持客户
AR-103452,48.2265,440.1875,重点保持客户
AR-103453,17.07533333333333,267.8333333333333,重点发展客户
AR-103454,-44.210879999999996,211.2,重点发展客户
AR-104051,-60.79015714285714,287.14285714285717,重点挽留客户
AR-104052,-11.59785,176.6,一般价值客户
AR-104053,19.196764444444444,131.33333333333334,一般发展客户
AR-104054,-14.10922857142857,319.2857142857143,重点发展客户
AR-105101,100.4312857142857,298.5238095238095,高价值客户
AR-105102,65.22166666666666,362.94444444444446,重点保持客户
AR-105103,21.360484444444445,134.44444444444446,一般挽留客户
AR-105104,6.2385,37.714285714285715,一般挽留客户
AR-105401,20.721642857142857,164.85714285714286,一般发展客户
AR-105402,0.7484999999999999,32.0,一般发展客户
AR-105403,4.936000000000001,39.25,一般发展客户
AR-105404,320.51342222222223,734.3333333333334,重点挽留客户
AR-105701,61.98428,325.3333333333333,重点保持客户
AR-105702,52.43520000000001,379.6,重点挽留客户
AR-105703,32.75082909090909,234.63636363636363,重点保持客户
AR-105704,16.3165,44.0,一般发展客户
AR-108251,37.312599999999996,105.5,一般发展客户
AR-108252,79.12679999999999,308.8,重点保持客户
AR-108253,8.748266666666666,162.33333333333334,一般保持客户
AR-108254,38.064246153846156,347.9230769230769,重点保持客户
AR-3451,38.440000000000005,207.16666666666666,重点发展客户
AR-3452,37.6092,105.8,一般发展客户
AR-4051,12.93,72.0,一般发展客户
AR-4052,1.0680000000000014,85.2,一般发展客户
AR-5101,74.445,185.5,一般发展客户
AR-5102,-8.16092307692308,174.3846153846154,一般保持客户
AR-5401,15.522857142857143,46.42857142857143,一般发展客户
AR-5402,-3.4149999999999996,39.333333333333336,一般发展客户
AR-5701,30.352500000000003,121.25,一般发展客户
AR-5702,18.555333333333333,119.44444444444444,一般挽留客户
AR-8251,53.08599999999999,284.0,重点挽留客户
AR-8252,-4.139142857142857,46.285714285714285,一般挽留客户
AS-100451,51.525479999999995,411.2,重点挽留客户
AS-100452,16.87716,268.32,重点保持客户
AS-100453,33.562285714285714,111.28571428571429,一般发展客户
AS-100454,-25.357459999999996,305.1,重点挽留客户
AS-100901,26.10975,187.75,一般挽留客户
AS-100902,22.010800000000003,276.0,重点保持客户
AS-100903,46.336420000000004,382.0,高价值客户
AS-100904,2.581495999999998,130.2,一般保持客户
AS-101351,21.4923,184.58333333333334,一般价值客户
AS-101352,68.16420000000001,494.8,重点发展客户
AS-101353,-42.73066666666667,115.33333333333333,一般发展客户
AS-101354,7.283200000000001,19.333333333333332,一般挽留客户
AS-102251,78.63253499999999,488.65,重点保持客户
AS-102252,26.8236,420.0,重点保持客户
AS-102253,1.705714285714286,73.64285714285714,一般保持客户
AS-102254,55.36731538461539,327.84615384615387,重点保持客户
AS-102401,31.04138181818182,215.8181818181818,重点保持客户
AS-102402,-2.4688500000000007,184.4,一般保持客户
AS-102403,23.43001230769231,181.3846153846154,一般保持客户
AS-102404,2.5935230769230766,45.07692307692308,一般价值客户
AS-102851,46.42033333333333,354.8888888888889,高价值客户
AS-102852,24.764884615384613,384.38461538461536,重点保持客户
AS-102853,20.194782857142858,113.14285714285714,一般保持客户
AS-102854,44.32845,401.875,重点挽留客户
AS-106301,226.91277272727274,677.0,高价值客户
AS-106302,77.08157142857144,207.85714285714286,重点挽留客户
AS-106303,22.26,80.0,一般发展客户
AS-106304,11.374325,69.58333333333333,一般保持客户
AS-1351,26.1,187.0,一般发展客户
AS-1352,98.5125,474.0,重点挽留客户
AS-2251,-34.90071428571429,36.285714285714285,一般挽留客户
AS-2252,4.14,28.0,一般发展客户
AS-2253,8.38,63.0,一般发展客户
AS-2401,1.44,5.0,一般发展客户
AS-2402,108.726,336.2,重点发展客户
AS-2851,30.328941176470586,121.11764705882354,一般价值客户
AS-2852,31.87285714285714,411.57142857142856,重点挽留客户
AS-451,14.104285714285714,176.28571428571428,一般发展客户
AS-452,-65.081,63.166666666666664,一般发展客户
AS-6301,-50.73345,95.4,一般价值客户
AS-6302,-22.16025,23.25,一般挽留客户
AS-901,10.902,62.285714285714285,一般挽留客户
AT-104351,41.840125,231.58333333333334,高价值客户
AT-104352,314.1576,1268.4,重点挽留客户
AT-104353,60.22514285714286,240.28571428571428,重点保持客户
AT-104354,11.208533333333335,130.22222222222223,一般挽留客户
AT-107351,97.3167375,323.25,重点挽留客户
AT-107352,49.092200000000005,290.6,重点保持客户
AT-107353,2.768399999999995,220.6,重点挽留客户
AT-107354,60.8816875,239.4375,重点保持客户
AT-4351,17.150000000000002,90.0,一般发展客户
AT-4352,-17.066684210526315,39.36842105263158,一般保持客户
AT-7351,4.38,10.0,一般发展客户
AT-7352,27.738,78.6,一般挽留客户
AW-108401,71.20949999999999,264.3125,高价值客户
AW-108402,-21.993666666666662,268.8333333333333,重点保持客户
AW-108403,35.31075111111111,193.33333333333334,一般价值客户
AW-108404,8.2215625,81.125,一般挽留客户
AW-109301,77.239875,200.125,重点挽留客户
AW-109302,203.49342857142855,580.8571428571429,重点挽留客户
AW-109303,81.007195,214.125,重点挽留客户
AW-109304,-6.5342875,178.3125,一般保持客户
AW-8401,-12.690000000000001,108.11111111111111,一般保持客户
AW-9301,14.179285714285713,59.0,一般发展客户
AW-9302,-1.39,123.33333333333333,一般挽留客户
AY-105551,43.487142857142864,114.57142857142857,一般发展客户
AY-105552,208.3536,604.6,重点发展客户
AY-105553,50.123555,140.625,一般发展客户
AY-105554,10.334990000000001,49.6,一般挽留客户
AY-5551,0.23399999999999999,82.5,一般发展客户
AY-5552,36.549,203.0,重点保持客户
AZ-107501,-20.186999999999998,185.5,一般挽留客户
AZ-107502,21.385499999999997,214.5,重点发展客户
AZ-107503,70.2024,299.45,高价值客户
AZ-107504,12.912525,135.33333333333334,一般价值客户
AZ-7501,-14.669307692307694,112.38461538461539,一般保持客户
AZ-7502,31.68,96.0,一般发展客户
AZ-7503,-43.5985,56.0,一般价值客户
BB-109901,-18.199513636363637,214.5,重点保持客户
BB-109902,31.485599999999998,180.8,一般挽留客户
BB-109903,17.929714285714287,127.85714285714286,一般保持客户
BB-109904,1.4479875000000009,93.0,一般挽留客户
BB-115451,27.981428571428573,183.71428571428572,一般挽留客户
BB-115452,21.3996,330.0,重点保持客户
BB-115453,4.772188,114.6,一般挽留客户
BB-115454,50.75375,338.35,重点保持客户
BB-15451,12.045,32.75,一般发展客户
BB-15452,2.004,38.5,一般挽留客户
BB-9901,18.5325,126.75,一般挽留客户
BB-9902,12.057,78.75,一般挽留客户
BC-111251,187.41400000000002,471.5,重点发展客户
BC-111252,42.35245945945946,187.59459459459458,一般保持客户
BC-111253,-15.620333333333333,173.83333333333334,一般保持客户
BC-111254,13.977633333333333,163.0,一般价值客户
BC-11251,6.3825,21.25,一般挽留客户
BC-11252,-29.5248,31.1,一般发展客户
BD-113201,-28.947374999999994,353.5,重点发展客户
BD-113202,15.5694375,199.3125,高价值客户
BD-113203,33.06488888888889,183.55555555555554,一般挽留客户
BD-113204,57.605457894736844,301.10526315789474,重点保持客户
BD-115001,135.9715,626.8333333333334,重点挽留客户
BD-115002,-5.638050000000002,253.4,重点挽留客户
BD-115003,34.052533333333336,159.0,一般价值客户
BD-115004,114.21225,441.0,重点挽留客户
BD-115601,0.15887142857142983,152.28571428571428,一般挽留客户
BD-115602,117.522,521.3,重点挽留客户
BD-115603,68.53529333333333,306.22222222222223,重点挽留客户
BD-115604,29.1785,80.25,一般发展客户
BD-116051,-4.985670000000001,371.9,重点发展客户
BD-116052,47.31825,158.5,一般发展客户
BD-116053,59.41046,231.5,重点发展客户
BD-116054,31.742315,164.4,一般保持客户
BD-116201,-22.070605263157894,184.94736842105263,一般价值客户
BD-116202,58.130399999999995,249.0,重点挽留客户
BD-116203,26.59584,102.0,一般挽留客户
BD-116204,25.844612499999997,192.375,一般挽留客户
BD-116351,64.36063846153846,374.38461538461536,高价值客户
BD-116352,-0.5053636363636357,213.04545454545453,重点保持客户
BD-116353,48.073142857142855,156.14285714285714,一般发展客户
BD-116354,28.306800000000003,116.6,一般挽留客户
BD-117251,33.72631875,243.8125,高价值客户
BD-117252,14.696500000000002,157.55555555555554,一般发展客户
BD-117253,33.427494117647065,237.35294117647058,重点保持客户
BD-117254,33.39791,152.7,一般挽留客户
BD-117701,56.801674999999996,258.8333333333333,重点保持客户
BD-117702,108.63433333333333,393.6666666666667,重点发展客户
BD-117703,35.13059764705883,168.1764705882353,一般保持客户
BD-117704,14.126499999999998,65.8,一般发展客户
BD-13201,16.98,57.0,一般发展客户
BD-13202,12.254999999999999,114.3125,一般保持客户
BD-15001,-10.431,17.333333333333332,一般发展客户
BD-15601,-41.64,68.5,一般发展客户
BD-15602,49.53,356.75,重点挽留客户
BD-16051,15.719999999999999,69.33333333333333,一般发展客户
BD-16052,59.10999999999999,160.33333333333334,一般发展客户
BD-16201,-28.6905,71.5,一般发展客户
BD-16202,33.71714285714285,118.76190476190476,一般价值客户
BD-16351,10.445666666666666,65.77777777777777,一般发展客户
BD-16352,116.22350000000002,424.5833333333333,高价值客户
BD-17251,152.50560000000002,569.8,重点挽留客户
BD-17252,7.289052631578948,117.3157894736842,一般价值客户
BD-17701,36.24333333333333,181.11111111111111,一般发展客户
BD-17702,-170.81914285714285,253.57142857142858,重点发展客户
BE-113351,91.5565588235294,315.61764705882354,重点保持客户
BE-113352,70.873,280.0952380952381,重点保持客户
BE-113353,56.722213333333336,211.4,重点保持客户
BE-113354,165.3082111111111,467.22222222222223,重点发展客户
BE-114101,34.96048235294117,325.6470588235294,高价值客户
BE-114102,113.85543750000001,476.4375,重点保持客户
BE-114103,18.84723,94.25,一般价值客户
BE-114104,151.18302,452.4,重点挽留客户
BE-114551,-6.227487499999998,478.4583333333333,重点保持客户
BE-114552,25.843153846153847,228.53846153846155,重点保持客户
BE-114553,13.72942857142857,104.57142857142857,一般价值客户
BE-114554,10.707753846153848,132.92307692307693,一般价值客户
BE-13351,-49.2222,141.0,一般发展客户
BE-13352,-44.86000000000001,205.0,重点发展客户
BE-14101,57.1265,286.3333333333333,重点挽留客户
BE-14102,12.075,35.25,一般挽留客户
BE-14551,116.77,312.3333333333333,重点发展客户
BE-14552,54.9,201.5,重点发展客户
BF-10051,83.33999999999999,233.0,重点发展客户
BF-10052,-36.7935,16.5,一般发展客户
BF-10201,45.972857142857144,316.7142857142857,重点发展客户
BF-10202,-57.215999999999994,87.66666666666667,一般挽留客户
BF-10801,0.7012500000000026,196.0,重点发展客户
BF-10802,184.818,436.6,重点发展客户
BF-10803,-16.38,29.0,一般发展客户
BF-109751,23.1427,183.61904761904762,一般保持客户
BF-109752,123.3075,818.3333333333334,重点发展客户
BF-109753,26.730400000000003,239.2,重点发展客户
BF-109754,17.495261538461538,46.15384615384615,一般保持客户
BF-110051,98.80386521739132,633.1739130434783,重点保持客户
BF-110052,-35.865,325.9166666666667,重点保持客户
BF-110053,-32.18369684210526,186.31578947368422,一般保持客户
BF-110054,-29.13811,133.6,一般挽留客户
BF-110201,138.8296,568.0,重点发展客户
BF-110202,38.4587,262.6,重点保持客户
BF-110203,-23.161999999999995,238.28571428571428,重点发展客户
BF-110204,14.38190476190476,137.57142857142858,一般保持客户
BF-110801,46.149735,298.65,重点保持客户
BF-110802,-5.9876249999999995,287.875,重点发展客户
BF-110803,33.59133333333333,263.8333333333333,重点发展客户
BF-110804,18.487866666666665,45.666666666666664,一般挽留客户
BF-111701,70.47887142857142,506.57142857142856,重点保持客户
BF-111702,43.88004545454545,278.8181818181818,重点保持客户
BF-111703,24.596216000000002,211.93333333333334,重点保持客户
BF-111704,56.97084074074074,218.85185185185185,重点保持客户
BF-112151,48.806099999999994,199.43478260869566,高价值客户
BF-112152,-203.44833333333332,303.77777777777777,重点挽留客户
BF-112153,76.01365714285714,290.2857142857143,高价值客户
BF-112154,65.4016625,198.25,重点挽留客户
BF-112751,40.455,203.5,重点发展客户
BF-112752,13.232624999999999,272.3125,重点保持客户
BF-112753,10.273610000000003,167.66666666666666,一般保持客户
BF-112754,6.467549999999999,197.75,重点挽留客户
BF-11701,6.8,89.33333333333333,一般发展客户
BF-11702,51.096,127.4,一般发展客户
BF-12151,-29.698875,49.875,一般发展客户
BF-12751,0.96,24.0,一般发展客户
BF-12752,8.674909090909091,89.54545454545455,一般价值客户
BF-9751,34.5252,100.9,一般发展客户
BF-9752,27.147000000000002,72.2,一般挽留客户
BG-10351,-219.804,124.0,一般发展客户
BG-110351,51.113452173913046,291.8695652173913,高价值客户
BG-110352,83.03999999999999,827.2222222222222,重点挽留客户
BG-110353,24.474545454545456,133.72727272727272,一般价值客户
BG-110354,-59.28561666666667,233.25,重点保持客户
BG-116951,17.38385294117647,202.11764705882354,重点保持客户
BG-116952,-175.66500000000002,331.0,重点发展客户
BG-116953,43.10023999999999,396.0833333333333,重点保持客户
BG-116954,13.446437499999998,234.125,重点挽留客户
BG-117401,-35.12828571428571,700.0,重点挽留客户
